filename	scene_label	identifier	source_label
audio/Bus_user0052_14867154_003.wav	Bus	user0052_14867154	003
audio/Bus_user0477_14868128_004.wav	Bus	user0477_14868128	004
audio/Bus_user0061_14869577_002.wav	Bus	user0061_14869577	002
audio/Bus_user0191_14977259_003.wav	Bus	user0191_14977259	003
audio/Bus_user0689_14870276_001.wav	Bus	user0689_14870276	001
audio/Bus_user0052_14879122_004.wav	Bus	user0052_14879122	004
audio/Bus_user0215_14863667_000.wav	Bus	user0215_14863667	000
audio/Bus_user0160_14978753_000.wav	Bus	user0160_14978753	000
audio/Bus_user0174_14869796_001.wav	Bus	user0174_14869796	001
audio/Bus_user0172_14872482_000.wav	Bus	user0172_14872482	000
audio/Bus_user0253_14868693_003.wav	Bus	user0253_14868693	003
audio/Bus_user0072_14894019_002.wav	Bus	user0072_14894019	002
audio/Bus_user0716_14880793_000.wav	Bus	user0716_14880793	000
audio/Bus_user0256_14869646_001.wav	Bus	user0256_14869646	001
audio/Bus_user0747_14879077_001.wav	Bus	user0747_14879077	001
audio/Bus_user0172_14881172_004.wav	Bus	user0172_14881172	004
audio/Bus_user0046_14980362_005.wav	Bus	user0046_14980362	005
audio/Bus_user0060_14881054_002.wav	Bus	user0060_14881054	002
audio/Bus_user0123_14885327_004.wav	Bus	user0123_14885327	004
audio/Bus_user0005_14870245_001.wav	Bus	user0005_14870245	001
audio/Bus_user0539_14869905_005.wav	Bus	user0539_14869905	005
audio/Bus_user0790_14874559_004.wav	Bus	user0790_14874559	004
audio/Bus_user0813_14882599_004.wav	Bus	user0813_14882599	004
audio/Bus_user0392_14979444_006.wav	Bus	user0392_14979444	006
audio/Bus_user0400_14867778_005.wav	Bus	user0400_14867778	005
audio/Bus_user0477_14868172_001.wav	Bus	user0477_14868172	001
audio/Bus_user0128_14866616_007.wav	Bus	user0128_14866616	007
audio/Bus_user0060_14881064_004.wav	Bus	user0060_14881064	004
audio/Bus_user0256_14866555_001.wav	Bus	user0256_14866555	001
audio/Bus_user0564_14978460_002.wav	Bus	user0564_14978460	002
audio/Bus_user0079_14883837_001.wav	Bus	user0079_14883837	001
audio/Bus_user0716_14880793_002.wav	Bus	user0716_14880793	002
audio/Bus_user0333_14981752_002.wav	Bus	user0333_14981752	002
audio/Bus_user0270_14890627_002.wav	Bus	user0270_14890627	002
audio/Bus_user0011_14981971_005.wav	Bus	user0011_14981971	005
audio/Bus_user0607_14982769_002.wav	Bus	user0607_14982769	002
audio/Bus_user0405_14864394_001.wav	Bus	user0405_14864394	001
audio/Bus_user0005_14869826_003.wav	Bus	user0005_14869826	003
audio/Bus_user0354_14879703_001.wav	Bus	user0354_14879703	001
audio/Bus_user0390_14896210_002.wav	Bus	user0390_14896210	002
audio/Bus_user0270_14890649_000.wav	Bus	user0270_14890649	000
audio/Bus_user0319_14868772_002.wav	Bus	user0319_14868772	002
audio/Bus_user0513_14878226_000.wav	Bus	user0513_14878226	000
audio/Bus_user0193_14983488_007.wav	Bus	user0193_14983488	007
audio/Bus_user0042_14869736_002.wav	Bus	user0042_14869736	002
audio/Bus_user0085_14873532_000.wav	Bus	user0085_14873532	000
audio/Bus_user0648_14876334_000.wav	Bus	user0648_14876334	000
audio/Bus_user0754_14980541_005.wav	Bus	user0754_14980541	005
audio/Bus_user0198_14872694_004.wav	Bus	user0198_14872694	004
audio/Bus_user0005_14869829_000.wav	Bus	user0005_14869829	000
audio/Bus_user0392_14979429_005.wav	Bus	user0392_14979429	005
audio/Bus_user0827_14982651_004.wav	Bus	user0827_14982651	004
audio/Bus_user0333_14879848_002.wav	Bus	user0333_14879848	002
audio/Bus_user0679_14980798_004.wav	Bus	user0679_14980798	004
audio/Bus_user0633_14883014_001.wav	Bus	user0633_14883014	001
audio/Bus_user0513_14877350_004.wav	Bus	user0513_14877350	004
audio/Bus_user0123_14882353_005.wav	Bus	user0123_14882353	005
audio/Bus_user0405_14869145_002.wav	Bus	user0405_14869145	002
audio/Bus_user0432_14867178_001.wav	Bus	user0432_14867178	001
audio/Bus_user0160_14978764_001.wav	Bus	user0160_14978764	001
audio/Bus_user0661_14982125_001.wav	Bus	user0661_14982125	001
audio/Bus_user0085_14891274_000.wav	Bus	user0085_14891274	000
audio/Bus_user0452_14879401_004.wav	Bus	user0452_14879401	004
audio/Bus_user0079_14891216_005.wav	Bus	user0079_14891216	005
audio/Bus_user0310_14872432_001.wav	Bus	user0310_14872432	001
audio/Bus_user0120_14883614_005.wav	Bus	user0120_14883614	005
audio/Bus_user0198_14979571_005.wav	Bus	user0198_14979571	005
audio/Bus_user0679_14980798_003.wav	Bus	user0679_14980798	003
audio/Bus_user0564_14978464_005.wav	Bus	user0564_14978464	005
audio/Bus_user0222_14892079_002.wav	Bus	user0222_14892079	002
audio/Bus_user0786_14976579_003.wav	Bus	user0786_14976579	003
audio/Bus_user0691_14881479_004.wav	Bus	user0691_14881479	004
audio/Bus_user0619_14980065_000.wav	Bus	user0619_14980065	000
audio/Bus_user0583_14978786_001.wav	Bus	user0583_14978786	001
audio/Bus_user0662_14868604_003.wav	Bus	user0662_14868604	003
audio/Bus_user0439_14869405_003.wav	Bus	user0439_14869405	003
audio/Bus_user0184_14895021_004.wav	Bus	user0184_14895021	004
audio/Bus_user0046_14980362_002.wav	Bus	user0046_14980362	002
audio/Bus_user0142_14885506_005.wav	Bus	user0142_14885506	005
audio/Bus_user0363_14866925_001.wav	Bus	user0363_14866925	001
audio/Bus_user0477_14868167_005.wav	Bus	user0477_14868167	005
audio/Bus_user0406_14868175_001.wav	Bus	user0406_14868175	001
audio/Bus_user0574_14981577_004.wav	Bus	user0574_14981577	004
audio/Bus_user0364_14870611_001.wav	Bus	user0364_14870611	001
audio/Bus_user0072_14894017_002.wav	Bus	user0072_14894017	002
audio/Bus_user0234_14864844_002.wav	Bus	user0234_14864844	002
audio/Bus_user0757_14983724_004.wav	Bus	user0757_14983724	004
audio/Bus_user0052_14867149_004.wav	Bus	user0052_14867149	004
audio/Bus_user0540_14883309_001.wav	Bus	user0540_14883309	001
audio/Bus_user0198_14872725_002.wav	Bus	user0198_14872725	002
audio/Bus_user0439_14869392_003.wav	Bus	user0439_14869392	003
audio/Bus_user0784_14896912_001.wav	Bus	user0784_14896912	001
audio/Bus_user0256_14866556_003.wav	Bus	user0256_14866556	003
audio/Bus_user0270_14890649_005.wav	Bus	user0270_14890649	005
audio/Bus_user0125_14879273_005.wav	Bus	user0125_14879273	005
audio/Bus_user0123_14885324_004.wav	Bus	user0123_14885324	004
audio/Bus_user0256_14866556_001.wav	Bus	user0256_14866556	001
audio/Bus_user0345_14980230_005.wav	Bus	user0345_14980230	005
audio/Bus_user0804_14880507_002.wav	Bus	user0804_14880507	002
audio/Bus_user0195_14892762_003.wav	Bus	user0195_14892762	003
audio/Bus_user0574_14981648_001.wav	Bus	user0574_14981648	001
audio/Bus_user0574_14981570_000.wav	Bus	user0574_14981570	000
audio/Bus_user0477_14867428_004.wav	Bus	user0477_14867428	004
audio/Bus_user0432_14867178_005.wav	Bus	user0432_14867178	005
audio/Bus_user0005_14867594_002.wav	Bus	user0005_14867594	002
audio/Bus_user0046_14980370_003.wav	Bus	user0046_14980370	003
audio/Bus_user0142_14885523_003.wav	Bus	user0142_14885523	003
audio/Bus_user0541_14894153_003.wav	Bus	user0541_14894153	003
audio/Bus_user0545_14878186_003.wav	Bus	user0545_14878186	003
audio/Bus_user0337_14980540_001.wav	Bus	user0337_14980540	001
audio/Bus_user0661_14982202_001.wav	Bus	user0661_14982202	001
audio/Bus_user0768_14981187_001.wav	Bus	user0768_14981187	001
audio/Bus_user0558_14979205_005.wav	Bus	user0558_14979205	005
audio/Bus_user0790_14891018_002.wav	Bus	user0790_14891018	002
audio/Bus_user0392_14979455_006.wav	Bus	user0392_14979455	006
audio/Bus_user0564_14978461_002.wav	Bus	user0564_14978461	002
audio/Bus_user0319_14868805_002.wav	Bus	user0319_14868805	002
audio/Bus_user0481_14867689_003.wav	Bus	user0481_14867689	003
audio/Bus_user0364_14870656_004.wav	Bus	user0364_14870656	004
audio/Bus_user0648_14875883_002.wav	Bus	user0648_14875883	002
audio/Bus_user0632_14893782_000.wav	Bus	user0632_14893782	000
audio/Bus_user0022_14876769_000.wav	Bus	user0022_14876769	000
audio/Bus_user0189_14877724_005.wav	Bus	user0189_14877724	005
audio/Bus_user0583_14978789_001.wav	Bus	user0583_14978789	001
audio/Bus_user0583_14978797_001.wav	Bus	user0583_14978797	001
audio/Bus_user0539_14869904_003.wav	Bus	user0539_14869904	003
audio/Bus_user0574_14981658_000.wav	Bus	user0574_14981658	000
audio/Bus_user0564_14978461_001.wav	Bus	user0564_14978461	001
audio/Bus_user0439_14869405_001.wav	Bus	user0439_14869405	001
audio/Bus_user0674_14982749_003.wav	Bus	user0674_14982749	003
audio/Bus_user0545_14862424_001.wav	Bus	user0545_14862424	001
audio/Bus_user0120_14883625_003.wav	Bus	user0120_14883625	003
audio/Bus_user0037_14897121_002.wav	Bus	user0037_14897121	002
audio/Bus_user0504_14868269_004.wav	Bus	user0504_14868269	004
audio/Bus_user0405_14864401_000.wav	Bus	user0405_14864401	000
audio/Bus_user0439_14869407_001.wav	Bus	user0439_14869407	001
audio/Bus_user0085_14891274_002.wav	Bus	user0085_14891274	002
audio/Bus_user0553_14979251_005.wav	Bus	user0553_14979251	005
audio/Bus_user0319_14868758_000.wav	Bus	user0319_14868758	000
audio/Bus_user0727_14862173_001.wav	Bus	user0727_14862173	001
audio/Bus_user0160_14978761_001.wav	Bus	user0160_14978761	001
audio/Bus_user0363_14866770_002.wav	Bus	user0363_14866770	002
audio/Bus_user0541_14894141_003.wav	Bus	user0541_14894141	003
audio/Bus_user0064_14872228_005.wav	Bus	user0064_14872228	005
audio/Bus_user0691_14882733_000.wav	Bus	user0691_14882733	000
audio/Bus_user0679_14980802_002.wav	Bus	user0679_14980802	002
audio/Bus_user0727_14862211_002.wav	Bus	user0727_14862211	002
audio/Bus_user0128_14866616_001.wav	Bus	user0128_14866616	001
audio/Bus_user0459_14944404_004.wav	Bus	user0459_14944404	004
audio/Bus_user0414_14868679_001.wav	Bus	user0414_14868679	001
audio/Bus_user0641_14865036_005.wav	Bus	user0641_14865036	005
audio/Bus_user0264_14978943_002.wav	Bus	user0264_14978943	002
audio/Bus_user0481_14867709_004.wav	Bus	user0481_14867709	004
audio/Bus_user0390_14896204_005.wav	Bus	user0390_14896204	005
audio/Bus_user0604_14895832_000.wav	Bus	user0604_14895832	000
audio/Bus_user0619_14980065_005.wav	Bus	user0619_14980065	005
audio/Bus_user0064_14872243_003.wav	Bus	user0064_14872243	003
audio/Bus_user0064_14872228_001.wav	Bus	user0064_14872228	001
audio/Bus_user0632_14893748_004.wav	Bus	user0632_14893748	004
audio/Bus_user0545_14862424_002.wav	Bus	user0545_14862424	002
audio/Bus_user0830_14888159_000.wav	Bus	user0830_14888159	000
audio/Bus_user0414_14868674_003.wav	Bus	user0414_14868674	003
audio/Bus_user0784_14896948_001.wav	Bus	user0784_14896948	001
audio/Bus_user0329_14868583_005.wav	Bus	user0329_14868583	005
audio/Bus_user0632_14893775_003.wav	Bus	user0632_14893775	003
audio/Bus_user0026_14868213_005.wav	Bus	user0026_14868213	005
audio/Bus_user0827_14982647_005.wav	Bus	user0827_14982647	005
audio/Bus_user0804_14880513_000.wav	Bus	user0804_14880513	000
audio/Bus_user0432_14867178_002.wav	Bus	user0432_14867178	002
audio/Bus_user0270_14883717_005.wav	Bus	user0270_14883717	005
audio/Bus_user0005_14869829_003.wav	Bus	user0005_14869829	003
audio/Bus_user0120_14883625_001.wav	Bus	user0120_14883625	001
audio/Bus_user0042_14881220_004.wav	Bus	user0042_14881220	004
audio/Bus_user0142_14885489_002.wav	Bus	user0142_14885489	002
audio/Bus_user0123_14882353_001.wav	Bus	user0123_14882353	001
audio/Bus_user0354_14879698_005.wav	Bus	user0354_14879698	005
audio/Bus_user0405_14864359_001.wav	Bus	user0405_14864359	001
audio/Bus_user0813_14882591_002.wav	Bus	user0813_14882591	002
audio/Bus_user0329_14868590_003.wav	Bus	user0329_14868590	003
audio/Bus_user0094_14870054_003.wav	Bus	user0094_14870054	003
audio/Bus_user0641_14864567_004.wav	Bus	user0641_14864567	004
audio/Bus_user0052_14879117_003.wav	Bus	user0052_14879117	003
audio/Bus_user0174_14869793_003.wav	Bus	user0174_14869793	003
audio/Bus_user0011_14981977_003.wav	Bus	user0011_14981977	003
audio/Bus_user0222_14892094_003.wav	Bus	user0222_14892094	003
audio/Bus_user0674_14979910_004.wav	Bus	user0674_14979910	004
audio/Bus_user0691_14881479_005.wav	Bus	user0691_14881479	005
audio/Bus_user0055_14874895_000.wav	Bus	user0055_14874895	000
audio/Bus_user0786_14976579_000.wav	Bus	user0786_14976579	000
audio/Bus_user0504_14868269_000.wav	Bus	user0504_14868269	000
audio/Bus_user0747_14879080_000.wav	Bus	user0747_14879080	000
audio/Bus_user0061_14869576_004.wav	Bus	user0061_14869576	004
audio/Bus_user0689_14870267_002.wav	Bus	user0689_14870267	002
audio/Bus_user0757_14983724_005.wav	Bus	user0757_14983724	005
audio/Bus_user0541_14894131_000.wav	Bus	user0541_14894131	000
audio/Bus_user0195_14892756_001.wav	Bus	user0195_14892756	001
audio/Bus_user0055_14874935_005.wav	Bus	user0055_14874935	005
audio/Bus_user0583_14978822_006.wav	Bus	user0583_14978822	006
audio/Bus_user0539_14869903_001.wav	Bus	user0539_14869903	001
audio/Bus_user0310_14882233_002.wav	Bus	user0310_14882233	002
audio/Bus_user0061_14869565_003.wav	Bus	user0061_14869565	003
audio/Bus_user0123_14882358_001.wav	Bus	user0123_14882358	001
audio/Bus_user0390_14882800_004.wav	Bus	user0390_14882800	004
audio/Bus_user0011_14981968_003.wav	Bus	user0011_14981968	003
audio/Bus_user0662_14868604_000.wav	Bus	user0662_14868604	000
audio/Bus_user0333_14981752_001.wav	Bus	user0333_14981752	001
audio/Bus_user0222_14892065_005.wav	Bus	user0222_14892065	005
audio/Bus_user0160_14978771_004.wav	Bus	user0160_14978771	004
audio/Bus_user0215_14863734_002.wav	Bus	user0215_14863734	002
audio/Bus_user0558_14979211_003.wav	Bus	user0558_14979211	003
audio/Bus_user0046_14980366_003.wav	Bus	user0046_14980366	003
audio/Bus_user0406_14867744_005.wav	Bus	user0406_14867744	005
audio/Bus_user0189_14874913_001.wav	Bus	user0189_14874913	001
audio/Bus_user0784_14896905_001.wav	Bus	user0784_14896905	001
audio/Bus_user0005_14867594_006.wav	Bus	user0005_14867594	006
audio/Bus_user0011_14981972_000.wav	Bus	user0011_14981972	000
audio/Bus_user0064_14872258_003.wav	Bus	user0064_14872258	003
audio/Bus_user0786_14976870_002.wav	Bus	user0786_14976870	002
audio/Bus_user0333_14979416_004.wav	Bus	user0333_14979416	004
audio/Bus_user0328_14880331_000.wav	Bus	user0328_14880331	000
audio/Bus_user0052_14867154_002.wav	Bus	user0052_14867154	002
audio/Bus_user0234_14864646_004.wav	Bus	user0234_14864646	004
audio/Bus_user0691_14882727_003.wav	Bus	user0691_14882727	003
audio/Bus_user0679_14980798_005.wav	Bus	user0679_14980798	005
audio/Bus_user0061_14869564_002.wav	Bus	user0061_14869564	002
audio/Bus_user0061_14869566_005.wav	Bus	user0061_14869566	005
audio/Bus_user0053_14903345_001.wav	Bus	user0053_14903345	001
audio/Bus_user0191_14897539_004.wav	Bus	user0191_14897539	004
audio/Bus_user0390_14896204_000.wav	Bus	user0390_14896204	000
audio/Bus_user0804_14880539_002.wav	Bus	user0804_14880539	002
audio/Bus_user0648_14876334_002.wav	Bus	user0648_14876334	002
audio/Bus_user0727_14862191_004.wav	Bus	user0727_14862191	004
audio/Bus_user0184_14895021_002.wav	Bus	user0184_14895021	002
audio/Bus_user0539_14869900_005.wav	Bus	user0539_14869900	005
audio/Bus_user0172_14872494_002.wav	Bus	user0172_14872494	002
audio/Bus_user0674_14979910_005.wav	Bus	user0674_14979910	005
