filename	scene_label	identifier	source_label
audio/Cafe_user0282_15053903_003.wav	Cafe	user0282_15053903	003
audio/Cafe_user0649_15312533_000.wav	Cafe	user0649_15312533	000
audio/Cafe_user0510_15519092_004.wav	Cafe	user0510_15519092	004
audio/Cafe_user0096_15119521_005.wav	Cafe	user0096_15119521	005
audio/Cafe_user0454_15440864_002.wav	Cafe	user0454_15440864	002
audio/Cafe_user0437_14983154_004.wav	Cafe	user0437_14983154	004
audio/Cafe_user0602_15208807_000.wav	Cafe	user0602_15208807	000
audio/Cafe_user0716_14885513_003.wav	Cafe	user0716_14885513	003
audio/Cafe_user0664_15053679_001.wav	Cafe	user0664_15053679	001
audio/Cafe_user0085_14888400_005.wav	Cafe	user0085_14888400	005
audio/Cafe_user0535_14983070_005.wav	Cafe	user0535_14983070	005
audio/Cafe_user0681_15508752_003.wav	Cafe	user0681_15508752	003
audio/Cafe_user0144_15053700_000.wav	Cafe	user0144_15053700	000
audio/Cafe_user0222_14885862_001.wav	Cafe	user0222_14885862	001
audio/Cafe_user0227_14889820_005.wav	Cafe	user0227_14889820	005
audio/Cafe_user0790_14982603_001.wav	Cafe	user0790_14982603	001
audio/Cafe_user0096_15119525_005.wav	Cafe	user0096_15119525	005
audio/Cafe_user0793_14986812_001.wav	Cafe	user0793_14986812	001
audio/Cafe_user0094_15519176_000.wav	Cafe	user0094_15519176	000
audio/Cafe_user0452_14887953_001.wav	Cafe	user0452_14887953	001
audio/Cafe_user0376_15053930_002.wav	Cafe	user0376_15053930	002
audio/Cafe_user0123_14884718_004.wav	Cafe	user0123_14884718	004
audio/Cafe_user0765_14894628_005.wav	Cafe	user0765_14894628	005
audio/Cafe_user0084_15444271_003.wav	Cafe	user0084_15444271	003
audio/Cafe_user0452_14887953_005.wav	Cafe	user0452_14887953	005
audio/Cafe_user0649_15312536_003.wav	Cafe	user0649_15312536	003
audio/Cafe_user0227_14889791_004.wav	Cafe	user0227_14889791	004
audio/Cafe_user0716_14884686_005.wav	Cafe	user0716_14884686	005
audio/Cafe_user0002_15508244_003.wav	Cafe	user0002_15508244	003
audio/Cafe_user0090_15053898_003.wav	Cafe	user0090_15053898	003
audio/Cafe_user0611_14894152_002.wav	Cafe	user0611_14894152	002
audio/Cafe_user0504_14984141_001.wav	Cafe	user0504_14984141	001
audio/Cafe_user0100_15508528_003.wav	Cafe	user0100_15508528	003
audio/Cafe_user0374_14987805_002.wav	Cafe	user0374_14987805	002
audio/Cafe_user0184_14985161_004.wav	Cafe	user0184_14985161	004
audio/Cafe_user0376_15053930_004.wav	Cafe	user0376_15053930	004
audio/Cafe_user0561_15311714_000.wav	Cafe	user0561_15311714	000
audio/Cafe_user0637_15518960_002.wav	Cafe	user0637_15518960	002
audio/Cafe_user0363_14895844_000.wav	Cafe	user0363_14895844	000
audio/Cafe_user0184_14985166_004.wav	Cafe	user0184_14985166	004
audio/Cafe_user0090_15053905_003.wav	Cafe	user0090_15053905	003
audio/Cafe_user0504_14984126_004.wav	Cafe	user0504_14984126	004
audio/Cafe_user0086_15311977_001.wav	Cafe	user0086_15311977	001
audio/Cafe_user0184_14980351_000.wav	Cafe	user0184_14980351	000
audio/Cafe_user0093_14987229_005.wav	Cafe	user0093_14987229	005
audio/Cafe_user0737_15440834_001.wav	Cafe	user0737_15440834	001
audio/Cafe_user0663_14892365_003.wav	Cafe	user0663_14892365	003
audio/Cafe_user0268_14983238_003.wav	Cafe	user0268_14983238	003
audio/Cafe_user0002_15508238_005.wav	Cafe	user0002_15508238	005
audio/Cafe_user0590_15486466_004.wav	Cafe	user0590_15486466	004
audio/Cafe_user0053_14897381_001.wav	Cafe	user0053_14897381	001
audio/Cafe_user0085_14888400_001.wav	Cafe	user0085_14888400	001
audio/Cafe_user0523_15208736_000.wav	Cafe	user0523_15208736	000
